Sector,Indicator,Unit,Entity,Year,Variable,CO
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),CA,2012,historical,1.33
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),NO,2012,historical,2.58
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),CH,2012,historical,0.0696
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),TR,2012,historical,0.389
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),UA,2012,historical,4.34
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),DE,2012,historical,0.775
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),FR,2012,historical,0.276
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),IT,2012,historical,0.459
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),GB,2012,historical,0.602
Industry: Chemicals,Coal share in chemical industry,% coal,AU,2012,historical,0.0843
Industry: Chemicals,Coal share in chemical industry,% coal,BR,2012,historical,0.021
Industry: Chemicals,Coal share in chemical industry,% coal,CA,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,CL,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,CN,2012,historical,0.494
Industry: Chemicals,Coal share in chemical industry,% coal,CR,2012,historical,0
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),JP,2012,historical,0.682
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),KZ,2012,historical,1.3
Industry: Chemicals,Chemicals emissions intensity,tCO2 / thsd. USD2012 (PPP),NZ,2012,historical,1.9
Industry: Chemicals,Coal share in chemical industry,% coal,EU,2012,historical,0.0357
Industry: Chemicals,Coal share in chemical industry,% coal,IN,2012,historical,0.186
Industry: Chemicals,Coal share in chemical industry,% coal,ID,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,JP,2012,historical,0.225
Industry: Chemicals,Coal share in chemical industry,% coal,KZ,2012,historical,0.062
Industry: Chemicals,Coal share in chemical industry,% coal,MX,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,NZ,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,NO,2012,historical,0.171
Industry: Chemicals,Coal share in chemical industry,% coal,PH,2012,historical,0.0729
Industry: Chemicals,Coal share in chemical industry,% coal,RU,2012,historical,0.00409
Industry: Chemicals,Coal share in chemical industry,% coal,SA,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,ZA,2012,historical,0.323
Industry: Chemicals,Coal share in chemical industry,% coal,KR,2012,historical,0.0456
Industry: Chemicals,Coal share in chemical industry,% coal,CH,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,TR,2012,historical,0.126
Industry: Chemicals,Coal share in chemical industry,% coal,AE,2012,historical,0
Industry: Chemicals,Coal share in chemical industry,% coal,UA,2012,historical,0.0228
Industry: Chemicals,Coal share in chemical industry,% coal,US,2012,historical,0.0645
Industry: Chemicals,Coal share in chemical industry,% coal,DE,2012,historical,0.032
Industry: Chemicals,Coal share in chemical industry,% coal,FR,2012,historical,0.0594
Industry: Chemicals,Coal share in chemical industry,% coal,IT,2012,historical,0.00073
Industry: Chemicals,Coal share in chemical industry,% coal,GB,2012,historical,0.0151
Industry: Chemicals,Coal share in chemical industry,% coal,World,2012,historical,0.243
Industry: Steel,Steel activity,t product / cap,AR,2012,historical,0.119
Industry: Steel,Steel activity,t product / cap,AU,2012,historical,0.214
Industry: Steel,Steel activity,t product / cap,BR,2012,historical,0.172
Industry: Steel,Steel activity,t product / cap,CA,2012,historical,0.387
Industry: Steel,Steel activity,t product / cap,CL,2012,historical,0.0965
Industry: Steel,Steel activity,t product / cap,CN,2012,historical,0.532
Industry: Steel,Steel activity,t product / cap,EU,2012,historical,0.333
Industry: Steel,Steel activity,t product / cap,IN,2012,historical,0.0612
Industry: Steel,Steel activity,t product / cap,ID,2012,historical,0.00906
Industry: Steel,Steel activity,t product / cap,JP,2012,historical,0.835
Industry: Steel,Steel activity,t product / cap,KZ,2012,historical,0.217
Industry: Steel,Steel activity,t product / cap,MX,2012,historical,0.15
Industry: Steel,Steel activity,t product / cap,NZ,2012,historical,0.204
Industry: Steel,Steel activity,t product / cap,NO,2012,historical,0.14
Industry: Steel,Steel activity,t product / cap,PE,2012,historical,0.0325
Industry: Steel,Steel activity,t product / cap,PH,2012,historical,0.013
Industry: Steel,Steel activity,t product / cap,RU,2012,historical,0.491
Industry: Steel,Steel activity,t product / cap,SA,2012,historical,0.179
Industry: Steel,Steel activity,t product / cap,ZA,2012,historical,0.131
Industry: Steel,Steel activity,t product / cap,KR,2012,historical,1.38
Industry: Steel,Steel activity,t product / cap,CH,2012,historical,0.181
Industry: Steel,Steel activity,t product / cap,TR,2012,historical,0.481
Industry: Steel,Steel activity,t product / cap,AE,2012,historical,0.271
Industry: Steel,Steel activity,t product / cap,UA,2012,historical,0.727
Industry: Steel,Steel activity,t product / cap,US,2012,historical,0.283
Industry: Steel,Steel activity,t product / cap,DE,2012,historical,0.526
Industry: Steel,Steel activity,t product / cap,FR,2012,historical,0.245
Industry: Steel,Steel activity,t product / cap,IT,2012,historical,0.456
Industry: Steel,Steel activity,t product / cap,GB,2012,historical,0.149
Industry: Steel,Steel activity,t product / cap,World,2012,historical,0.219
Industry: Steel,Steel emissions intensity,kg CO2 / t product,AU,2012,historical,1590
Industry: Steel,Steel emissions intensity,kg CO2 / t product,BR,2012,historical,1000
Industry: Steel,Steel emissions intensity,kg CO2 / t product,CA,2012,historical,1240
Industry: Steel,Steel emissions intensity,kg CO2 / t product,CN,2012,historical,2100
Industry: Steel,Steel emissions intensity,kg CO2 / t product,EU,2012,historical,835
Industry: Steel,Steel emissions intensity,kg CO2 / t product,JP,2012,historical,1290
Industry: Steel,Steel emissions intensity,kg CO2 / t product,KZ,2012,historical,6950
Industry: Steel,Steel emissions intensity,kg CO2 / t product,MX,2012,historical,943
Industry: Steel,Steel emissions intensity,kg CO2 / t product,NZ,2012,historical,2190
Industry: Steel,Steel emissions intensity,kg CO2 / t product,NO,2012,historical,213
Industry: Steel,Steel emissions intensity,kg CO2 / t product,PH,2012,historical,2620
Industry: Steel,Steel emissions intensity,kg CO2 / t product,RU,2012,historical,2210
Industry: Steel,Steel emissions intensity,kg CO2 / t product,CH,2012,historical,206
Industry: Steel,Steel emissions intensity,kg CO2 / t product,TR,2012,historical,988
Industry: Steel,Steel emissions intensity,kg CO2 / t product,UA,2012,historical,2090
Industry: Steel,Steel emissions intensity,kg CO2 / t product,US,2012,historical,992
Industry: Steel,Steel emissions intensity,kg CO2 / t product,DE,2012,historical,1460
Industry: Steel,Steel emissions intensity,kg CO2 / t product,FR,2012,historical,599
Industry: Steel,Steel emissions intensity,kg CO2 / t product,IT,2012,historical,694
Industry: Steel,Steel emissions intensity,kg CO2 / t product,GB,2012,historical,790
Industry: Steel,Steel emissions intensity,kg CO2 / t product,World,2012,historical,1680
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),AR,2012,historical,0.22
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),AU,2012,historical,0.408
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),BR,2012,historical,0.155
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CA,2012,historical,0.235
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CL,2012,historical,0.258
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CN,2012,historical,0.782
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CR,2012,historical,0.0761
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),ET,2012,historical,0.194
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),EU,2012,historical,0.198
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),IN,2012,historical,0.429
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),ID,2012,historical,0.12
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),JP,2012,historical,0.325
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),KZ,2012,historical,0.712
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),MX,2012,historical,0.206
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),NP,2012,historical,0.185
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),NZ,2012,historical,0.248
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),NO,2012,historical,0.0499
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),PE,2012,historical,0.105
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),PH,2012,historical,0.131
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),RU,2012,historical,0.413
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),SA,2012,historical,0.155
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),ZA,2012,historical,0.933
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),KR,2012,historical,0.379
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),CH,2012,historical,0.052
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),TR,2012,historical,0.237
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),UA,2012,historical,1.02
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),US,2012,historical,0.28
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),DE,2012,historical,0.22
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),FR,2012,historical,0.102
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),IT,2012,historical,0.19
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),GB,2012,historical,0.199
Industry: Total,Industry emissions intensity,tCO2 / thsd. USD2012 (PPP),World,2012,historical,0.403
Macro,Emissions per capita,tCO2e / cap,AR,2012,historical,7.38
Macro,Emissions per capita,tCO2e / cap,AU,2012,historical,22.8
Macro,Emissions per capita,tCO2e / cap,BT,2012,historical,3.54
Macro,Emissions per capita,tCO2e / cap,BR,2012,historical,4.9
Macro,Emissions per capita,tCO2e / cap,CA,2012,historical,20.1
Macro,Emissions per capita,tCO2e / cap,CL,2012,historical,6.16
Macro,Emissions per capita,tCO2e / cap,CN,2012,historical,7.99
Macro,Emissions per capita,tCO2e / cap,CR,2012,historical,2.85
Macro,Emissions per capita,tCO2e / cap,ET,2012,historical,1.1
Macro,Emissions per capita,tCO2e / cap,EU,2012,historical,8.86
Macro,Emissions per capita,tCO2e / cap,GM,2012,historical,1.27
Macro,Emissions per capita,tCO2e / cap,IN,2012,historical,1.95
Macro,Emissions per capita,tCO2e / cap,ID,2012,historical,3.05
Macro,Emissions per capita,tCO2e / cap,JP,2012,historical,10.8
Macro,Emissions per capita,tCO2e / cap,KZ,2012,historical,17.4
Macro,Emissions per capita,tCO2e / cap,MX,2012,historical,5.36
Macro,Emissions per capita,tCO2e / cap,NZ,2012,historical,16.9
Macro,Emissions per capita,tCO2e / cap,NO,2012,historical,10.6
Macro,Emissions per capita,tCO2e / cap,PE,2012,historical,2.8
Macro,Emissions per capita,tCO2e / cap,RU,2012,historical,17.9
Macro,Emissions per capita,tCO2e / cap,KR,2012,historical,13.8
Macro,Emissions per capita,tCO2e / cap,CH,2012,historical,6.31
Macro,Emissions per capita,tCO2e / cap,TR,2012,historical,5.88
Macro,Emissions per capita,tCO2e / cap,AE,2012,historical,28.7
Macro,Emissions per capita,tCO2e / cap,UA,2012,historical,8.75
Macro,Emissions per capita,tCO2e / cap,US,2012,historical,20.8
Macro,Emissions per capita,tCO2e / cap,DE,2012,historical,11.6
Macro,Emissions per capita,tCO2e / cap,FR,2012,historical,7.8
Macro,Emissions per capita,tCO2e / cap,IT,2012,historical,7.72
Macro,Emissions per capita,tCO2e / cap,GB,2012,historical,9.02
Macro,Emissions per capita,tCO2e / cap,World,2012,historical,6.37
Macro,Primary energy demand per capita,GJ (primary) / cap,AR,2012,historical,80.4
Macro,Primary energy demand per capita,GJ (primary) / cap,AU,2012,historical,233
Macro,Primary energy demand per capita,GJ (primary) / cap,BR,2012,historical,58.8
Macro,Primary energy demand per capita,GJ (primary) / cap,CA,2012,historical,322
Macro,Primary energy demand per capita,GJ (primary) / cap,CL,2012,historical,90
Macro,Primary energy demand per capita,GJ (primary) / cap,CN,2012,historical,88.6
Macro,Primary energy demand per capita,GJ (primary) / cap,CR,2012,historical,42.6
Macro,Primary energy demand per capita,GJ (primary) / cap,ET,2012,historical,20.5
Macro,Primary energy demand per capita,GJ (primary) / cap,EU,2012,historical,136
Macro,Primary energy demand per capita,GJ (primary) / cap,IN,2012,historical,25.1
Macro,Primary energy demand per capita,GJ (primary) / cap,ID,2012,historical,35.7
Macro,Primary energy demand per capita,GJ (primary) / cap,JP,2012,historical,147
Macro,Primary energy demand per capita,GJ (primary) / cap,KZ,2012,historical,183
Macro,Primary energy demand per capita,GJ (primary) / cap,MX,2012,historical,66.4
Macro,Primary energy demand per capita,GJ (primary) / cap,NP,2012,historical,15.3
Macro,Primary energy demand per capita,GJ (primary) / cap,NZ,2012,historical,180
Macro,Primary energy demand per capita,GJ (primary) / cap,NO,2012,historical,248
Macro,Primary energy demand per capita,GJ (primary) / cap,PE,2012,historical,28.4
Macro,Primary energy demand per capita,GJ (primary) / cap,PH,2012,historical,18.7
Macro,Primary energy demand per capita,GJ (primary) / cap,RU,2012,historical,216
Macro,Primary energy demand per capita,GJ (primary) / cap,SA,2012,historical,288
Macro,Primary energy demand per capita,GJ (primary) / cap,ZA,2012,historical,110
Macro,Primary energy demand per capita,GJ (primary) / cap,KR,2012,historical,221
Macro,Primary energy demand per capita,GJ (primary) / cap,CH,2012,historical,134
Macro,Primary energy demand per capita,GJ (primary) / cap,TR,2012,historical,66.4
Macro,Primary energy demand per capita,GJ (primary) / cap,AE,2012,historical,322
Macro,Primary energy demand per capita,GJ (primary) / cap,UA,2012,historical,113
Macro,Primary energy demand per capita,GJ (primary) / cap,US,2012,historical,288
Macro,Primary energy demand per capita,GJ (primary) / cap,DE,2012,historical,161
Macro,Primary energy demand per capita,GJ (primary) / cap,FR,2012,historical,166
Macro,Primary energy demand per capita,GJ (primary) / cap,IT,2012,historical,113
Macro,Primary energy demand per capita,GJ (primary) / cap,GB,2012,historical,126
Macro,Primary energy demand per capita,GJ (primary) / cap,World,2012,historical,78.6
Macro,Final energy demand per capita,GJ (final) / cap,AR,2012,historical,59.1
Macro,Final energy demand per capita,GJ (final) / cap,AU,2012,historical,145
Macro,Final energy demand per capita,GJ (final) / cap,BR,2012,historical,46.8
Macro,Final energy demand per capita,GJ (final) / cap,CA,2012,historical,236
Macro,Final energy demand per capita,GJ (final) / cap,CL,2012,historical,60.4
Macro,Final energy demand per capita,GJ (final) / cap,CN,2012,historical,56.1
Macro,Final energy demand per capita,GJ (final) / cap,CR,2012,historical,31.1
Macro,Final energy demand per capita,GJ (final) / cap,ET,2012,historical,16.8
Macro,Final energy demand per capita,GJ (final) / cap,EU,2012,historical,94.5
Macro,Final energy demand per capita,GJ (final) / cap,IN,2012,historical,17.1
Macro,Final energy demand per capita,GJ (final) / cap,ID,2012,historical,26.5
Macro,Final energy demand per capita,GJ (final) / cap,JP,2012,historical,98.3
Macro,Final energy demand per capita,GJ (final) / cap,KZ,2012,historical,103
Macro,Final energy demand per capita,GJ (final) / cap,MX,2012,historical,41.3
Macro,Final energy demand per capita,GJ (final) / cap,NP,2012,historical,15.1
Macro,Final energy demand per capita,GJ (final) / cap,NZ,2012,historical,121
Macro,Final energy demand per capita,GJ (final) / cap,NO,2012,historical,171
Macro,Final energy demand per capita,GJ (final) / cap,PE,2012,historical,22.6
Macro,Final energy demand per capita,GJ (final) / cap,PH,2012,historical,10.5
Macro,Final energy demand per capita,GJ (final) / cap,RU,2012,historical,131
Macro,Final energy demand per capita,GJ (final) / cap,SA,2012,historical,192
Macro,Final energy demand per capita,GJ (final) / cap,ZA,2012,historical,56.4
Macro,Final energy demand per capita,GJ (final) / cap,KR,2012,historical,139
Macro,Final energy demand per capita,GJ (final) / cap,CH,2012,historical,104
Macro,Final energy demand per capita,GJ (final) / cap,TR,2012,historical,49
Macro,Final energy demand per capita,GJ (final) / cap,AE,2012,historical,228
Macro,Final energy demand per capita,GJ (final) / cap,UA,2012,historical,67
Macro,Final energy demand per capita,GJ (final) / cap,US,2012,historical,197
Macro,Final energy demand per capita,GJ (final) / cap,DE,2012,historical,114
Macro,Final energy demand per capita,GJ (final) / cap,FR,2012,historical,102
Macro,Final energy demand per capita,GJ (final) / cap,IT,2012,historical,87.9
Macro,Final energy demand per capita,GJ (final) / cap,GB,2012,historical,84.1
Macro,Final energy demand per capita,GJ (final) / cap,World,2012,historical,53.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,AR,2012,historical,19.7
Macro,GDP per capita,thousand USD2012 (PPP) / cap,AU,2012,historical,43.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,BT,2012,historical,7.16
Macro,GDP per capita,thousand USD2012 (PPP) / cap,BR,2012,historical,15.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CA,2012,historical,42.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CL,2012,historical,21.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CN,2012,historical,11.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CR,2012,historical,14.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ET,2012,historical,1.25
Macro,GDP per capita,thousand USD2012 (PPP) / cap,EU,2012,historical,35.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,GM,2012,historical,1.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,IN,2012,historical,4.92
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ID,2012,historical,9.42
Macro,GDP per capita,thousand USD2012 (PPP) / cap,JP,2012,historical,35.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,KZ,2012,historical,22.2
Macro,GDP per capita,thousand USD2012 (PPP) / cap,MX,2012,historical,16.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,NP,2012,historical,2.14
Macro,GDP per capita,thousand USD2012 (PPP) / cap,NZ,2012,historical,33.5
Macro,GDP per capita,thousand USD2012 (PPP) / cap,NO,2012,historical,64.9
Macro,GDP per capita,thousand USD2012 (PPP) / cap,PE,2012,historical,11.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,PH,2012,historical,6.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,RU,2012,historical,25.3
Macro,GDP per capita,thousand USD2012 (PPP) / cap,SA,2012,historical,50.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,ZA,2012,historical,12.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,KR,2012,historical,32.5
Macro,GDP per capita,thousand USD2012 (PPP) / cap,CH,2012,historical,55.3
Macro,GDP per capita,thousand USD2012 (PPP) / cap,TR,2012,historical,18.2
Macro,GDP per capita,thousand USD2012 (PPP) / cap,AE,2012,historical,61.5
Macro,GDP per capita,thousand USD2012 (PPP) / cap,UA,2012,historical,8.52
Macro,GDP per capita,thousand USD2012 (PPP) / cap,US,2012,historical,51.6
Macro,GDP per capita,thousand USD2012 (PPP) / cap,DE,2012,historical,43.5
Macro,GDP per capita,thousand USD2012 (PPP) / cap,FR,2012,historical,39.1
Macro,GDP per capita,thousand USD2012 (PPP) / cap,IT,2012,historical,35.3
Macro,GDP per capita,thousand USD2012 (PPP) / cap,GB,2012,historical,37.4
Macro,GDP per capita,thousand USD2012 (PPP) / cap,World,2012,historical,10.1
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),AR,2012,historical,0.375
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),AU,2012,historical,0.529
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BT,2012,historical,0.494
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),BR,2012,historical,0.318
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CA,2012,historical,0.473
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CL,2012,historical,0.285
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CN,2012,historical,0.717
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CR,2012,historical,0.202
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),ET,2012,historical,0.881
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),EU,2012,historical,0.253
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),GM,2012,historical,0.793
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),IN,2012,historical,0.397
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),ID,2012,historical,0.324
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),JP,2012,historical,0.304
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),KZ,2012,historical,0.783
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),MX,2012,historical,0.322
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),NZ,2012,historical,0.505
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),NO,2012,historical,0.163
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),PE,2012,historical,0.252
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),RU,2012,historical,0.707
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),KR,2012,historical,0.424
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),CH,2012,historical,0.114
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),TR,2012,historical,0.322
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),AE,2012,historical,0.467
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),UA,2012,historical,1.03
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),US,2012,historical,0.403
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),DE,2012,historical,0.266
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),FR,2012,historical,0.199
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),IT,2012,historical,0.219
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),GB,2012,historical,0.241
Macro,Emissions intensity of GDP,tCO2e / thsd. USD2012 (PPP),World,2012,historical,0.63
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),AR,2012,historical,4.08
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),AU,2012,historical,5.39
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),BR,2012,historical,3.82
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CA,2012,historical,7.6
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CL,2012,historical,4.16
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CN,2012,historical,7.95
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CR,2012,historical,3.01
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),ET,2012,historical,16.4
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),EU,2012,historical,3.89
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),IN,2012,historical,5.11
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),ID,2012,historical,3.78
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),JP,2012,historical,4.16
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),KZ,2012,historical,8.23
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),MX,2012,historical,4
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),NP,2012,historical,7.14
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),NZ,2012,historical,5.38
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),NO,2012,historical,3.82
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),PE,2012,historical,2.55
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),PH,2012,historical,3.07
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),RU,2012,historical,8.54
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),SA,2012,historical,5.72
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),ZA,2012,historical,8.85
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),KR,2012,historical,6.79
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),CH,2012,historical,2.41
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),TR,2012,historical,3.64
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),AE,2012,historical,5.23
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),UA,2012,historical,13.3
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),US,2012,historical,5.59
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),DE,2012,historical,3.7
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),FR,2012,historical,4.24
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),IT,2012,historical,3.2
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),GB,2012,historical,3.38
Macro,Primary energy intensity of GDP,TJ (primary) / mln. USD2012 (PPP),World,2012,historical,7.77
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AR,2012,historical,3
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),AU,2012,historical,3.36
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),BR,2012,historical,3.04
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),CA,2012,historical,5.57
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),CL,2012,historical,2.79
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),CN,2012,historical,5.03
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),CR,2012,historical,2.2
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2012,historical,13.4
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2012,historical,2.7
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2012,historical,3.47
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2012,historical,2.81
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2012,historical,2.78
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2012,historical,4.64
